title,year,duration,genre,rating,movie_url
The Shawshank Redemption ,1994,2h 22min,Drama,9.3,http://web.archive.org/web/20200714035946/https://www.imdb.com/title/tt0111161/
Psycho ,1960,1h 49min,Horror,8.5,http://web.archive.org/web/20200714055053/https://www.imdb.com/title/tt0054215/
Back to the Future ,1985,1h 56min,Adventure,8.5,http://web.archive.org/web/20200714232538/https://www.imdb.com/title/tt0088763/
Casablanca ,1942,1h 42min,Drama,8.5,http://web.archive.org/web/20200714051627/https://www.imdb.com/title/tt0034583/
Nuovo Cinema Paradiso ,1988,2h 35min,Drama,8.5,http://web.archive.org/web/20200714170157/https://www.imdb.com/title/tt0095765/
Gladiator ,2000,2h 35min,Action,8.5,http://web.archive.org/web/20200715145330/http://www.imdb.com/title/tt0172495/
American History X ,1998,1h 59min,Drama,8.5,http://web.archive.org/web/20200714080333/https://www.imdb.com/title/tt0120586/
Once Upon a Time in the West ,1968,2h 45min,Western,8.5,http://web.archive.org/web/20200715151431/https://www.imdb.com/title/tt0064116/
The Usual Suspects ,1995,1h 46min,Crime,8.5,http://web.archive.org/web/20200714053116/https://www.imdb.com/title/tt0114814/
Die letzten Glühwürmchen ,1988,1h 29min,Animation,8.5,http://web.archive.org/web/20200715053537/https://www.imdb.com/title/tt0095327/
The Lion King ,1994,1h 28min,Animation,8.5,http://web.archive.org/web/20200716172136/https://www.imdb.com/title/tt0110357/
Terminator 2: Judgment Day ,1991,2h 17min,Action,8.5,http://web.archive.org/web/20200712022126/https://www.imdb.com/title/tt0103064/
Léon ,1994,1h 50min,Action,8.5,http://web.archive.org/web/20200715072507/https://www.imdb.com/title/tt0110413/
The Pianist ,2002,2h 30min,Biography,8.5,http://web.archive.org/web/20200715094805/https://www.imdb.com/title/tt0253474/
The Departed ,2006,2h 31min,Crime,8.5,http://web.archive.org/web/20200714052524/https://www.imdb.com/title/tt0407887/
Whiplash ,2014,1h 46min,Drama,8.5,http://web.archive.org/web/20200714080433/https://www.imdb.com/title/tt2582802/
The Prestige ,2006,2h 10min,Drama,8.5,http://web.archive.org/web/20200716173241/https://www.imdb.com/title/tt0482571/
Joker ,2019,2h 2min,Crime,8.5,http://web.archive.org/web/20200714122119/https://www.imdb.com/title/tt7286456/
The Intouchables ,2011,1h 52min,Biography,8.5,http://web.archive.org/web/20200714080353/https://www.imdb.com/title/tt1675434/
Anand ,1971,2h 2min,Drama,8.6,http://web.archive.org/web/20200714090047/https://www.imdb.com/title/tt0066763/
It's a Wonderful Life ,1946,2h 10min,Drama,8.6,http://web.archive.org/web/20200714055953/https://www.imdb.com/title/tt0038650/
Seven Samurai ,1954,3h 27min,Action,8.6,http://web.archive.org/web/20200716171253/https://www.imdb.com/title/tt0047478/
Star Wars: Episode IV - A New Hope ,1977,2h 1min,Action,8.6,http://web.archive.org/web/20200716171627/https://www.imdb.com/title/tt0076759/
The Silence of the Lambs ,1991,1h 58min,Crime,8.6,http://web.archive.org/web/20200715044236/https://www.imdb.com/title/tt0102926/
Children of Heaven ,1997,1h 29min,Drama,8.3,http://web.archive.org/web/20210206174309/https://www.imdb.com/title/tt0118849/?ref_=adv_li_tt
Reservoir Dogs ,1992,1h 39min,Crime,8.3,http://web.archive.org/web/20210224171212/http://www.imdb.com/title/tt0105236/?ref_=adv_li_tt
,,,,,http://web.archive.org/web/20220717065914/https://www.imdb.com/title/tt0093058/?ref_=adv_li_tt
,,,,,http://web.archive.org/web/20211010205540/https://www.imdb.com/title/tt0091251/?ref_=adv_li_tt
,,,,,http://web.archive.org/web/20210918202017/https://www.imdb.com/title/tt0112573/?ref_=adv_li_tt
,,,,,http://web.archive.org/web/20220325181527/https://www.imdb.com/title/tt0114709/?ref_=adv_li_tt
Amélie ,2001,2h 2min,Comedy,8.3,http://web.archive.org/web/20210508153024/https://www.imdb.com/title/tt0211915/?ref_=adv_li_tt
,,,,,http://web.archive.org/web/20220514040500/https://www.imdb.com/title/tt0208092/?ref_=adv_li_tt
,,,,,http://web.archive.org/web/20210714064358/https://www.imdb.com/title/tt0119217/?ref_=adv_li_tt
,,,,,http://web.archive.org/web/20221225172523/https://www.imdb.com/title/tt0180093/?ref_=adv_li_tt
,,,,,http://web.archive.org/web/20220416211307/https://www.imdb.com/title/tt0338013/?ref_=adv_li_tt
,,,,,http://web.archive.org/web/20220618122023/https://www.imdb.com/title/tt0169547/?ref_=adv_li_tt
A Separation ,2011,2h 3min,,8.3,http://web.archive.org/web/20180415010638/http://www.imdb.com/title/tt1832382/?ref_=adv_li_tt
,,,,,http://web.archive.org/web/20220708205957/https://www.imdb.com/title/tt0361748/?ref_=adv_li_tt
,,,,,http://web.archive.org/web/20220615192317/https://www.imdb.com/title/tt1255953/?ref_=adv_li_tt
,,,,,http://web.archive.org/web/20211006091513/https://www.imdb.com/title/tt8579674/?ref_=adv_li_tt
,,,,,http://web.archive.org/web/20220504081547/https://www.imdb.com/title/tt10272386/?ref_=adv_li_tt
,,,,,http://web.archive.org/web/20220604082723/https://www.imdb.com/title/tt2106476/?ref_=adv_li_tt
,,,,,http://web.archive.org/web/20221221133844/https://www.imdb.com/title/tt0043014/?ref_=adv_li_tt
,,,,,http://web.archive.org/web/20220816180505/https://www.imdb.com/title/tt0057565/?ref_=adv_li_tt
,,,,,http://web.archive.org/web/20220427172015/https://www.imdb.com/title/tt0078788/?ref_=adv_li_tt
Raiders of the Lost Ark ,1981,1h 55min,Action,8.4,http://web.archive.org/web/20200101195559/https://www.imdb.com/title/tt0082971/?ref_=adv_li_tt
,,,,,http://web.archive.org/web/20220628083805/https://www.imdb.com/title/tt0078748/?ref_=adv_li_tt
,,,,,http://web.archive.org/web/20220514040604/https://www.imdb.com/title/tt0057012/?ref_=adv_li_tt
Memento ,2000,1h 53min,Mystery,8.4,http://web.archive.org/web/20201224073754/https://www.imdb.com/title/tt0209144/?ref_=adv_li_tt
,,,,,http://web.archive.org/web/20220815184702/https://www.imdb.com/title/tt0051201/?ref_=adv_li_tt
,,,,,http://web.archive.org/web/20220710160158/https://www.imdb.com/title/tt0032553/?ref_=adv_li_tt
,,,,,http://web.archive.org/web/20221217023346/https://www.imdb.com/title/tt0050825/?ref_=adv_li_tt
,,,,,http://web.archive.org/web/20220715115031/https://www.imdb.com/title/tt0081505/?ref_=adv_li_tt
,,,,,http://web.archive.org/web/20210714064312/https://www.imdb.com/title/tt0119698/?ref_=adv_li_tt
,,,,,http://web.archive.org/web/20220325181512/https://www.imdb.com/title/tt0910970/?ref_=adv_li_tt
Taare Zameen Par ,2007,2h 45min,Drama,8.4,http://web.archive.org/web/20200724145354/https://www.imdb.com/title/tt0986264/?ref_=adv_li_tt
Django Unchained ,2012,2h 45min,Drama,8.4,http://web.archive.org/web/20210225021748/http://www.imdb.com/title/tt1853728/?ref_=adv_li_tt
,,,,,http://web.archive.org/web/20220530100713/https://www.imdb.com/title/tt0405094/?ref_=adv_li_tt
,,,,,http://web.archive.org/web/20220414175320/https://www.imdb.com/title/tt1345836/?ref_=adv_li_tt
,,,,,http://web.archive.org/web/20220614045854/https://www.imdb.com/title/tt1187043/?ref_=adv_li_tt
,,,,,http://web.archive.org/web/20220109171247/https://www.imdb.com/title/tt0364569/?ref_=adv_li_tt
,,,,,http://web.archive.org/web/20220522223551/https://www.imdb.com/title/tt2380307/?ref_=adv_li_tt
,,,,,http://web.archive.org/web/20211014110217/https://www.imdb.com/title/tt4154756/?ref_=adv_li_tt
,,,,,http://web.archive.org/web/20220604162638/https://www.imdb.com/title/tt5074352/?ref_=adv_li_tt
,,,,,http://web.archive.org/web/20211008191510/https://www.imdb.com/title/tt4154796/?ref_=adv_li_tt
,,,,,http://web.archive.org/web/20220607044722/https://www.imdb.com/title/tt5311514/?ref_=adv_li_tt
,,,,,http://web.archive.org/web/20220416031514/https://www.imdb.com/title/tt4633694/?ref_=adv_li_tt
,,,,,http://web.archive.org/web/20220505224410/https://www.imdb.com/title/tt7286456/?ref_=adv_li_tt
Capernaum ,2018,2h 6min,Drama,8.4,http://web.archive.org/web/20210517153542/https://www.imdb.com/title/tt8267604/?ref_=adv_li_tt
,,,,,http://web.archive.org/web/20211016112814/https://www.imdb.com/title/tt8503618/?ref_=adv_li_tt
,,,,,http://web.archive.org/web/20221101183300/https://www.imdb.com/title/tt0021749/?ref_=adv_li_tt
Saving Private Ryan ,1998,2h 49min,Drama,8.6,http://web.archive.org/web/20200714052455/https://www.imdb.com/title/tt0120815/
,,,,,http://web.archive.org/web/20210920140047/https://www.imdb.com/title/tt0034583/?ref_=adv_li_tt
Se7en ,1995,2h 7min,Crime,8.6,http://web.archive.org/web/20200714045927/https://www.imdb.com/title/tt0114369/
Spirited Away ,2001,2h 5min,Animation,8.6,http://web.archive.org/web/20200714045337/https://www.imdb.com/title/tt0245429/
,,,,,http://web.archive.org/web/20221101183300/https://www.imdb.com/title/tt0027977/?ref_=adv_li_tt
Harakiri ,1962,2h 13min,Action,8.7,http://web.archive.org/web/20200716172056/https://www.imdb.com/title/tt0056058/
City of God ,2002,2h 10min,Crime,8.6,http://web.archive.org/web/20200714035551/https://www.imdb.com/title/tt0317248/
Interstellar ,2014,2h 49min,Adventure,8.6,http://web.archive.org/web/20200714070245/https://www.imdb.com/title/tt0816692/
Parasite ,2019,2h 12min,Comedy,8.6,http://web.archive.org/web/20200714020315/https://www.imdb.com/title/tt6751668/
One Flew Over the Cuckoo's Nest ,1975,2h 13min,Drama,8.7,http://web.archive.org/web/20200714035649/https://www.imdb.com/title/tt0073486/
La vita è bella ,1997,1h 56min,Comedy,8.6,http://web.archive.org/web/20200715094956/https://www.imdb.com/title/tt0118799/
Star Wars: Episode V - The Empire Strikes Back ,1980,2h 4min,Action,8.7,http://web.archive.org/web/20200714105828/https://www.imdb.com/title/tt0080684/
The Green Mile ,1999,3h 9min,Crime,8.6,http://web.archive.org/web/20200714044804/https://www.imdb.com/title/tt0120689/
Goodfellas ,1990,2h 26min,Biography,8.7,http://web.archive.org/web/20200714135956/https://www.imdb.com/title/tt0099685/
Forrest Gump ,1994,2h 22min,Drama,8.8,http://web.archive.org/web/20200715142550/https://www.imdb.com/title/tt0109830/
The Lord of the Rings: The Fellowship of the Ring ,2001,2h 58min,Action,8.8,http://web.archive.org/web/20200714041023/https://www.imdb.com/title/tt0120737/
The Matrix ,1999,2h 16min,Action,8.7,http://web.archive.org/web/20200714233133/https://www.imdb.com/title/tt0133093/
Fight Club ,1999,2h 19min,Drama,8.8,http://web.archive.org/web/20200714080106/https://www.imdb.com/title/tt0137523/
The Lord of the Rings: The Return of the King ,2003,3h 21min,Adventure,8.9,http://web.archive.org/web/20200714041137/https://www.imdb.com/title/tt0167260/
Inception ,2010,2h 28min,Action,8.8,http://web.archive.org/web/20200716171027/https://www.imdb.com/title/tt1375666/
12 Angry Men ,1957,1h 36min,Crime,8.9,http://web.archive.org/web/20200714005450/https://www.imdb.com/title/tt0050083/
Schindler's List ,1993,3h 15min,Biography,8.9,http://web.archive.org/web/20200714062836/https://www.imdb.com/title/tt0108052/
The Lord of the Rings: The Two Towers ,2002,2h 59min,Adventure,8.7,http://web.archive.org/web/20200715072821/https://www.imdb.com/title/tt0167261/
Pulp Fiction ,1994,2h 34min,Crime,8.9,http://web.archive.org/web/20200714035314/https://www.imdb.com/title/tt0110912/
"Il buono, il brutto, il cattivo ",1966,2h 41min,Western,8.8,http://web.archive.org/web/20200715115111/https://www.imdb.com/title/tt0060196/
The Godfather: Part II ,1974,3h 22min,Crime,9.0,http://web.archive.org/web/20200714052747/https://www.imdb.com/title/tt0071562/
The Godfather ,1972,2h 55min,Crime,9.2,http://web.archive.org/web/20200714035749/https://www.imdb.com/title/tt0068646/
The Dark Knight ,2008,2h 32min,Action,9.0,http://web.archive.org/web/20200716170540/https://www.imdb.com/title/tt0468569/
title,year,duration,genre,rating,movie_url
The Shawshank Redemption ,1994,2h 22min,Drama,9.3,http://web.archive.org/web/20200714035946/https://www.imdb.com/title/tt0111161/
Nuovo Cinema Paradiso ,1988,2h 35min,Drama,8.5,http://web.archive.org/web/20200714170157/https://www.imdb.com/title/tt0095765/
Casablanca ,1942,1h 42min,Drama,8.5,http://web.archive.org/web/20200714051627/https://www.imdb.com/title/tt0034583/
Back to the Future ,1985,1h 56min,Adventure,8.5,http://web.archive.org/web/20200714232538/https://www.imdb.com/title/tt0088763/
Psycho ,1960,1h 49min,Horror,8.5,http://web.archive.org/web/20200714055053/https://www.imdb.com/title/tt0054215/
American History X ,1998,1h 59min,Drama,8.5,http://web.archive.org/web/20200714080333/https://www.imdb.com/title/tt0120586/
The Usual Suspects ,1995,1h 46min,Crime,8.5,http://web.archive.org/web/20200714053116/https://www.imdb.com/title/tt0114814/
Gladiator ,2000,2h 35min,Action,8.5,http://web.archive.org/web/20200715145330/http://www.imdb.com/title/tt0172495/
Once Upon a Time in the West ,1968,2h 45min,Western,8.5,http://web.archive.org/web/20200715151431/https://www.imdb.com/title/tt0064116/
The Lion King ,1994,1h 28min,Animation,8.5,http://web.archive.org/web/20200716172136/https://www.imdb.com/title/tt0110357/
The Pianist ,2002,2h 30min,Biography,8.5,http://web.archive.org/web/20200715094805/https://www.imdb.com/title/tt0253474/
The Departed ,2006,2h 31min,Crime,8.5,http://web.archive.org/web/20200714052524/https://www.imdb.com/title/tt0407887/
Léon ,1994,1h 50min,Action,8.5,http://web.archive.org/web/20200715072507/https://www.imdb.com/title/tt0110413/
Die letzten Glühwürmchen ,1988,1h 29min,Animation,8.5,http://web.archive.org/web/20200715053537/https://www.imdb.com/title/tt0095327/
Whiplash ,2014,1h 46min,Drama,8.5,http://web.archive.org/web/20200714080433/https://www.imdb.com/title/tt2582802/
,,,,,http://web.archive.org/web/20220717065914/https://www.imdb.com/title/tt0093058/?ref_=adv_li_tt
,,,,,http://web.archive.org/web/20211010205540/https://www.imdb.com/title/tt0091251/?ref_=adv_li_tt
Reservoir Dogs ,1992,1h 39min,Crime,8.3,http://web.archive.org/web/20210224171212/http://www.imdb.com/title/tt0105236/?ref_=adv_li_tt
,,,,,http://web.archive.org/web/20220325181527/https://www.imdb.com/title/tt0114709/?ref_=adv_li_tt
,,,,,http://web.archive.org/web/20210918202017/https://www.imdb.com/title/tt0112573/?ref_=adv_li_tt
Terminator 2: Judgment Day ,1991,2h 17min,Action,8.5,http://web.archive.org/web/20200712022126/https://www.imdb.com/title/tt0103064/
,,,,,http://web.archive.org/web/20220618122023/https://www.imdb.com/title/tt0169547/?ref_=adv_li_tt
The Intouchables ,2011,1h 52min,Biography,8.5,http://web.archive.org/web/20200714080353/https://www.imdb.com/title/tt1675434/
,,,,,http://web.archive.org/web/20220416211307/https://www.imdb.com/title/tt0338013/?ref_=adv_li_tt
The Prestige ,2006,2h 10min,Drama,8.5,http://web.archive.org/web/20200716173241/https://www.imdb.com/title/tt0482571/
,,,,,http://web.archive.org/web/20210714064358/https://www.imdb.com/title/tt0119217/?ref_=adv_li_tt
Children of Heaven ,1997,1h 29min,Drama,8.3,http://web.archive.org/web/20210206174309/https://www.imdb.com/title/tt0118849/?ref_=adv_li_tt
,,,,,http://web.archive.org/web/20220708205957/https://www.imdb.com/title/tt0361748/?ref_=adv_li_tt
A Separation ,2011,2h 3min,,8.3,http://web.archive.org/web/20180415010638/http://www.imdb.com/title/tt1832382/?ref_=adv_li_tt
,,,,,http://web.archive.org/web/20220615192317/https://www.imdb.com/title/tt1255953/?ref_=adv_li_tt
,,,,,http://web.archive.org/web/20211006152923/https://www.imdb.com/title/tt10272386/?ref_=adv_li_tt
Amélie ,2001,2h 2min,Comedy,8.3,http://web.archive.org/web/20210508153024/https://www.imdb.com/title/tt0211915/?ref_=adv_li_tt
,,,,,http://web.archive.org/web/20220514040500/https://www.imdb.com/title/tt0208092/?ref_=adv_li_tt
,,,,,http://web.archive.org/web/20211006091513/https://www.imdb.com/title/tt8579674/?ref_=adv_li_tt
,,,,,http://web.archive.org/web/20221225172523/https://www.imdb.com/title/tt0180093/?ref_=adv_li_tt
,,,,,http://web.archive.org/web/20220604082723/https://www.imdb.com/title/tt2106476/?ref_=adv_li_tt
,,,,,http://web.archive.org/web/20220816180505/https://www.imdb.com/title/tt0057565/?ref_=adv_li_tt
,,,,,http://web.archive.org/web/20220514040604/https://www.imdb.com/title/tt0057012/?ref_=adv_li_tt
,,,,,http://web.archive.org/web/20220628083805/https://www.imdb.com/title/tt0078748/?ref_=adv_li_tt
,,,,,http://web.archive.org/web/20221221133844/https://www.imdb.com/title/tt0043014/?ref_=adv_li_tt
,,,,,http://web.archive.org/web/20220710160158/https://www.imdb.com/title/tt0032553/?ref_=adv_li_tt
,,,,,http://web.archive.org/web/20220715115031/https://www.imdb.com/title/tt0081505/?ref_=adv_li_tt
,,,,,http://web.archive.org/web/20220815184702/https://www.imdb.com/title/tt0051201/?ref_=adv_li_tt
,,,,,http://web.archive.org/web/20220427172015/https://www.imdb.com/title/tt0078788/?ref_=adv_li_tt
,,,,,http://web.archive.org/web/20210714064312/https://www.imdb.com/title/tt0119698/?ref_=adv_li_tt
,,,,,http://web.archive.org/web/20221217023346/https://www.imdb.com/title/tt0050825/?ref_=adv_li_tt
Memento ,2000,1h 53min,Mystery,8.4,http://web.archive.org/web/20201224073754/https://www.imdb.com/title/tt0209144/?ref_=adv_li_tt
,,,,,http://web.archive.org/web/20220109171247/https://www.imdb.com/title/tt0364569/?ref_=adv_li_tt
Taare Zameen Par ,2007,2h 45min,Drama,8.4,http://web.archive.org/web/20200724145354/https://www.imdb.com/title/tt0986264/?ref_=adv_li_tt
,,,,,http://web.archive.org/web/20220414175320/https://www.imdb.com/title/tt1345836/?ref_=adv_li_tt
,,,,,http://web.archive.org/web/20220530100713/https://www.imdb.com/title/tt0405094/?ref_=adv_li_tt
,,,,,http://web.archive.org/web/20220522223551/https://www.imdb.com/title/tt2380307/?ref_=adv_li_tt
,,,,,http://web.archive.org/web/20211014110217/https://www.imdb.com/title/tt4154756/?ref_=adv_li_tt
,,,,,http://web.archive.org/web/20220614045854/https://www.imdb.com/title/tt1187043/?ref_=adv_li_tt
,,,,,http://web.archive.org/web/20211008191510/https://www.imdb.com/title/tt4154796/?ref_=adv_li_tt
Raiders of the Lost Ark ,1981,1h 55min,Action,8.4,http://web.archive.org/web/20200101195559/https://www.imdb.com/title/tt0082971/?ref_=adv_li_tt
,,,,,http://web.archive.org/web/20220604162638/https://www.imdb.com/title/tt5074352/?ref_=adv_li_tt
Django Unchained ,2012,2h 45min,Drama,8.4,http://web.archive.org/web/20210225021748/http://www.imdb.com/title/tt1853728/?ref_=adv_li_tt
,,,,,http://web.archive.org/web/20220607044722/https://www.imdb.com/title/tt5311514/?ref_=adv_li_tt
,,,,,http://web.archive.org/web/20220416031514/https://www.imdb.com/title/tt4633694/?ref_=adv_li_tt
Capernaum ,2018,2h 6min,Drama,8.4,http://web.archive.org/web/20210517153542/https://www.imdb.com/title/tt8267604/?ref_=adv_li_tt
,,,,,http://web.archive.org/web/20220325181512/https://www.imdb.com/title/tt0910970/?ref_=adv_li_tt
,,,,,http://web.archive.org/web/20211016112814/https://www.imdb.com/title/tt8503618/?ref_=adv_li_tt
,,,,,http://web.archive.org/web/20221101183300/https://www.imdb.com/title/tt0021749/?ref_=adv_li_tt
Joker ,2019,2h 2min,Crime,8.5,http://web.archive.org/web/20200714122119/https://www.imdb.com/title/tt7286456/
,,,,,http://web.archive.org/web/20220505224410/https://www.imdb.com/title/tt7286456/?ref_=adv_li_tt
,,,,,http://web.archive.org/web/20221101183300/https://www.imdb.com/title/tt0027977/?ref_=adv_li_tt
It's a Wonderful Life ,1946,2h 10min,Drama,8.6,http://web.archive.org/web/20200714055953/https://www.imdb.com/title/tt0038650/
Seven Samurai ,1954,3h 27min,Action,8.6,http://web.archive.org/web/20200716171253/https://www.imdb.com/title/tt0047478/
The Silence of the Lambs ,1991,1h 58min,Crime,8.6,http://web.archive.org/web/20200715044236/https://www.imdb.com/title/tt0102926/
Anand ,1971,2h 2min,Drama,8.6,http://web.archive.org/web/20200714090047/https://www.imdb.com/title/tt0066763/
Star Wars: Episode IV - A New Hope ,1977,2h 1min,Action,8.6,http://web.archive.org/web/20200716171627/https://www.imdb.com/title/tt0076759/
Se7en ,1995,2h 7min,Crime,8.6,http://web.archive.org/web/20200714045927/https://www.imdb.com/title/tt0114369/
Saving Private Ryan ,1998,2h 49min,Drama,8.6,http://web.archive.org/web/20200714052455/https://www.imdb.com/title/tt0120815/
,,,,,http://web.archive.org/web/20210920140047/https://www.imdb.com/title/tt0034583/?ref_=adv_li_tt
The Green Mile ,1999,3h 9min,Crime,8.6,http://web.archive.org/web/20200714044804/https://www.imdb.com/title/tt0120689/
Spirited Away ,2001,2h 5min,Animation,8.6,http://web.archive.org/web/20200714045337/https://www.imdb.com/title/tt0245429/
City of God ,2002,2h 10min,Crime,8.6,http://web.archive.org/web/20200714035551/https://www.imdb.com/title/tt0317248/
Interstellar ,2014,2h 49min,Adventure,8.6,http://web.archive.org/web/20200714070245/https://www.imdb.com/title/tt0816692/
Harakiri ,1962,2h 13min,Action,8.7,http://web.archive.org/web/20200716172056/https://www.imdb.com/title/tt0056058/
Parasite ,2019,2h 12min,Comedy,8.6,http://web.archive.org/web/20200714020315/https://www.imdb.com/title/tt6751668/
One Flew Over the Cuckoo's Nest ,1975,2h 13min,Drama,8.7,http://web.archive.org/web/20200714035649/https://www.imdb.com/title/tt0073486/
Fight Club ,1999,2h 19min,Drama,8.8,http://web.archive.org/web/20200714080106/https://www.imdb.com/title/tt0137523/
Forrest Gump ,1994,2h 22min,Drama,8.8,http://web.archive.org/web/20200715142550/https://www.imdb.com/title/tt0109830/
The Matrix ,1999,2h 16min,Action,8.7,http://web.archive.org/web/20200714233133/https://www.imdb.com/title/tt0133093/
The Lord of the Rings: The Fellowship of the Ring ,2001,2h 58min,Action,8.8,http://web.archive.org/web/20200714041023/https://www.imdb.com/title/tt0120737/
Inception ,2010,2h 28min,Action,8.8,http://web.archive.org/web/20200716171027/https://www.imdb.com/title/tt1375666/
La vita è bella ,1997,1h 56min,Comedy,8.6,http://web.archive.org/web/20200715094956/https://www.imdb.com/title/tt0118799/
The Lord of the Rings: The Two Towers ,2002,2h 59min,Adventure,8.7,http://web.archive.org/web/20200715072821/https://www.imdb.com/title/tt0167261/
"Il buono, il brutto, il cattivo ",1966,2h 41min,Western,8.8,http://web.archive.org/web/20200715115111/https://www.imdb.com/title/tt0060196/
Pulp Fiction ,1994,2h 34min,Crime,8.9,http://web.archive.org/web/20200714035314/https://www.imdb.com/title/tt0110912/
Schindler's List ,1993,3h 15min,Biography,8.9,http://web.archive.org/web/20200714062836/https://www.imdb.com/title/tt0108052/
Star Wars: Episode V - The Empire Strikes Back ,1980,2h 4min,Action,8.7,http://web.archive.org/web/20200714105828/https://www.imdb.com/title/tt0080684/
12 Angry Men ,1957,1h 36min,Crime,8.9,http://web.archive.org/web/20200714005450/https://www.imdb.com/title/tt0050083/
The Godfather: Part II ,1974,3h 22min,Crime,9.0,http://web.archive.org/web/20200714052747/https://www.imdb.com/title/tt0071562/
Goodfellas ,1990,2h 26min,Biography,8.7,http://web.archive.org/web/20200714135956/https://www.imdb.com/title/tt0099685/
The Lord of the Rings: The Return of the King ,2003,3h 21min,Adventure,8.9,http://web.archive.org/web/20200714041137/https://www.imdb.com/title/tt0167260/
The Godfather ,1972,2h 55min,Crime,9.2,http://web.archive.org/web/20200714035749/https://www.imdb.com/title/tt0068646/
The Dark Knight ,2008,2h 32min,Action,9.0,http://web.archive.org/web/20200716170540/https://www.imdb.com/title/tt0468569/
